,Dish,Meta,URL,Pic,Ingredients,Quantities,times
278,BROCCOLI & SAINT AGUR SOUP WITH BLUE CHEESE CROUTONS,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/broccoli-saint-agur-soup-with-blue-cheese-croutons,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a720abfec212db02620602d/1567423877277/Z49A2868-2.jpg,"Butter - £1.60
White Baguette - £0.45
Vegetable Stock - £0.50
1 Brown Onion - £0.16
2 Potatoes - £0.66
2 Leeks - £1.00
1 Broccoli - £0.55
200g of Saint Agur - £1.55
Total Cost – £6.47 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 50 Minutes
279,CREAMY CASHEW & COCONUT VEGAN KORMA,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/creamy-cashew-coconut-vegan-korma,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a6f30f4e2c4832dd2fb1d65/1567423887849/Korma+Image.jpg,"Tablespoon of Agave Nectar - £0.50
Crushed Chillies - £0.85
Garam Masala - £0.85
Knob of Ginger - £0.15
400g of Basmati Rice - £0.49
1 Lime - £0.35
1 Bunch of Coriander - £0.70
350g Pot of Coconut Collaborative Yogurt - £2.50
1 Butternut Squash - £0.60
1 Aubergine - £0.70
Sesame Oil - £0.80
60g of Cashews - £0.50
1 Brown Onion - £0.16
Garlic - £0.30
Tomato Puree - £0.50
Total Cost – £9.95 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 1 hour
280,PEA & PANCETTA RISOTTO,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/pea-pancetta-risotto,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a6e2428ec212d3a15d305a4/1567423899131/Risotto.jpg,"Garlic - £0.30
1 Brown Onion - £0.10
Butter - £1.60
200g of Peas - £0.80
125g of Asparagus - £1.70
100g of Parmesan - £2.00
400g of Arborio Rice - £1.00
1 Bunch of Mint - £0.70
1 Bunch of Tarragon - £0.70
200g of Pancetta (cut into chunks) - £1.65
Total Cost – £9.85 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 40 Minutes
281,PERI PERI HALLOUMI BURGERS,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/peri-peri-halloumi-burgers,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a68ad80f9619adcda11afa9/1567423910905/Z49A2613.jpg,"Garlic - £0.30
1 Red Onion - £0.16
A Bag of Salad - £0.79
Mayo - £0.40
Red Chillies - £0.60
Smoked Paprika - £0.85
Red Oregano - £0.70
Red Wine Vinegar - £0.80
3 Peppers (Not Green) - £0.63
4 Burger Buns - £0.70
2 Blocks of 225g Halloumi - £3.22
1 Lemon - £0.35
Total Cost – £9.50 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 1 Hour
282,MISO CHICKEN PILAF,SPEEDY MOB,http://www.mobkitchen.co.uk/recipes/miso-chicken-pilaf,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a65df58ec212d8a1bae3f2b/1567423920817/Miso+Pilaf.jpg,"1 Carrot (peeled, and chopped into matchsticks) - £0.04
Soy Sauce - £0.65
350g of Brown Rice - £1.00
Spring Onions - £0.55
8 Shiitake Mushrooms - £1.35
600g of Boneless, Skinless Chicken Thighs - £3.50
2 Sachets Miso Soup Paste - £1.58
Garlic - £0.30
Knob of Ginger - £0.27
Total Cost – £9.24 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 40 Minutes
283,"ROASTED CHORIZO, TOMATO & GARLIC SOUP",COMFORT MOB,http://www.mobkitchen.co.uk/recipes/roasted-chorizo-tomato-garlic-soup,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a5f55f9e2c483f7cb7b6bac/1567424053626/Z49A2280.jpg,"Red Wine Vinegar - £0.80
Rosemary - £0.70
1 Bunch of Fresh Basil - £0.70
Baguette - £0.45
3 Red Peppers - £1.23
Garlic - £0.30
10 Vine Tomatoes - £1.67
Chorizo - £2.50
Total Cost – £8.35 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 45 Minutes
284,THAI GREEN CURRY SWEET POTATO PIE,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/thai-green-curry-sweet-potato-pie,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a5c96ef24a694da4ac15025/1567424067305/Z49A1992.jpg,"Garlic - £0.30
2 Sweet Potatoes - £0.48
Vita Coco Oil - £3.99
200g of Spinach - £1.00
1 Bunch of Coriander - £0.70
400ml of Coconut Milk - £0.71
Thai Green Curry Paste - £1.20
3 Aubergines - £1.80
Total Cost – £9.98 - This covers absolutely everything.",Feeds: 4 People,Cooking Time (includes preparation time): 1 hour
285,SPEEDY SWEET POTATO & CHORIZO BRUNCH HASH,BRUNCH MOB,http://www.mobkitchen.co.uk/recipes/speedy-sweet-potato-chorizo-brunch-hash,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a5888b153450a9c631089a8/1567424079849/Speedy+Sweet+Potato+%26+Chorizo+Brunch+Hash+Image+1.jpg,"1 Lemon - £0.35
8 Eggs - £0.89
A Pack of Goat’s Cheese - £1.60
1 Bunch of Mint - £0.70
Chorizo - £2.00
1 Brown Onion - £0.16
2 x 200g Packs of Fullgreen Sweet Potato Rice - £4.00
Total Cost - £9.70 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 20 Minutes
286,PESTO MAC & CHEESE,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/pesto-mac-cheese,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a539403e2c48354b5d5480b/1567424092140/Screen+Shot+2018-01-08+at+13.10.30.jpg,"Garlic - £0.30
50g of Pine Nuts - £2.00
Plain Flour - £0.35
500g of Macaroni - £0.56
300g of Cheddar - £2.00
100g of Parmesan - £2.00
Garlic - £0.30
1 Lemon - £0.35
1 Bunch of Mint - £0.70
1 Bunch of Basil - £0.70
200g of Spinach - £1.00
Total Cost – £9.95 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 45 Minutes
287,CAULI RICE PAELLA,SPEEDY MOB,http://www.mobkitchen.co.uk/recipes/cauli-rice-paella,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a4f7320e2c4837fbbbafe1c/1567424105001/Z49A8597.jpg,"500g of Passata - £0.35
Garlic - £0.30
1 Bunch of Parsley - £0.70
Chorizo Ring - £2.00
1 Lemon - £0.35
1 Brown Onion - £0.16
2 x 200g Packs of Fullgreen Cauli Rice - £4.00
Frozen Seafood Mix - £2.04
Total Cost - £9.90 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 30 Minutes
288,THE FRESHEST PORK LARB,SALAD MOB,http://www.mobkitchen.co.uk/recipes/the-freshest-pork-larb,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a4ccc33ec212d8987c04c89/1567424128538/Z49A1656.jpg,"1 Lime - £0.35
500g of Pork Mince - £1.99
500g of Basmati Rice - £1.00
Fish Sauce - £1.25
1 Bunch of Spring Onions - £0.55
Red Chillies - £0.60
Lemongrass Puree - £0.95
1 Bunch of Coriander - £0.70
1 Bunch of Mint - £0.70
Big Knob of Ginger - £0.27
Little Gem Lettuce - £0.50
Total Cost - £9.71 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",FEEDS: 4 PEOPLE,COOKING TIME (INCLUDES PREPARATION TIME): 30 Minutes
289,MOB LEFTOVERS (2 WAYS),DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/mob-leftovers-2-ways,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a425affec212d376f5c3c0e/1567424141650/Z49A0858.jpg,"500g of Leftover Turkey
4 Jacket Potatoes - £1.32
Curry Powder - £1.00
Plain Yogurt - £0.85
Mayonnaise - £1.00
Mango Chutney - £0.87
Sultanas - £0.97
100g of Flaked Almonds – £1.30
A Bunch of Coriander - £0.70
1 Lemon - £0.30
Total Cost - £8.31 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.
500g of Leftover Turkey
8 Tortilla Wraps - £0.95
1 Lime - £0.35
1 Bunch of Coriander - £0.70
2 Avocados - £1.89
Sour Cream - £0.65
Cumin - £0.85
Smoked Paprika - £0.85
2 Red Onions - £0.42
4 Peppers (Not Green) - £2.20
Total Cost - £8.86 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 1 Hour
290,CHRISTMAS DONER KEBAB,FAKEAWAY MOB,http://www.mobkitchen.co.uk/recipes/christmas-doner-kebab,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a3a8c96ec212d380bfea046/1567424153648/Z49A0795.jpg,"Garlic - £0.30
Cucumber - £0.30
Pitta Bread - £0.50
1 Lemon - £0.35
Pomegranate Seeds - £1.00
Mint - £0.70
Yogurt - £0.85
Cumin - £0.85
All Spice - £0.85
Watercress - £1.05
1 Orange - £0.30
500g of Turkey Mince - £2.80
Total Cost - £9.85 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 45 Minutes
291,BIG DADDY DHANSAK,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/big-daddy-dhansak,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a313b94e4966b073545eb65/1567424170538/Z49A1504-2.jpg,"1 Bunch of Coriander - £0.70
1 Brown Onion - £0.16
Green Chillies - £0.60
Garam Masala - £0.85
2 x 400g Tins of Chopped Tomatoes - £0.62
250g of Red Split Lentils - £1.15
Garlic - £0.30
Cardamom Pods - £0.85
Big Knob of Ginger - £0.54
1kg of Skinless, Boneless Chicken Thighs - £3.00
Chicken Stock Cubes - £0.50
Small Pot of Plain Yogurt - £0.48
Total Cost - £9.75 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 1 Hour
292,BRUSSEL SPROUT CARBONARA,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/brussel-sprout-carbonara,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a2eb5398165f5a4d7a5ecaf/1567424183993/IMG_1381.JPG,"200g Block of Parmesan - £2.00
300g of Smoked Streaky Bacon - £2.00
Garlic - £0.30
6 Eggs - £1.00
500g of Brussel Sprouts - £1.00
500g of Linguini - £0.59
187ml of White Wine - £1.35
Total Cost – £8.94 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 20 Minutes
293,GIANT PIG IN BLANKET,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/giant-pig-in-blanket,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a2ab72cc83025dae18b885b/1567424198411/Giant+Christmas+Hot+Dog-2.jpg,"1 Red Apple - £0.30
1 Brown Onion - £0.16
A Pot of Cranberry Sauce - £0.75
1 Bunch of Sage - £0.70
Dijon Mustard - £0.59
French Baguette - £0.80
500g of Brussel Sprouts - £1.00
300g of Smoked Streaky Bacon - £1.25
12 Good Quality Pork Sausage - £4.50
Total Cost – £9.90 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 1 Hour
294,STUFFED CHRISTMAS BUTTERNUT SQUASH,VEGAN MOB,http://www.mobkitchen.co.uk/recipes/stuffed-christmas-butternut-squash,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a27daf9c8302589cf692617/1567424207897/Stuffed+Christmas+Butternut+Squash+Image+2-3.jpg,"Garlic - £0.30
Ground All Spice - £0.85
2 Butternut Squash - £1.80
1 Bunch of Mint - £0.70
1 Red Onion - £0.20
1 Bag of Chestnuts - £1.00
100g of Cranberries - £1.30
500g of Couscous - £0.55
350g of Coconut Collaborative Natural Coconut Yogurt - £2.50
1 Cucumber - £0.35
Total Cost - £9.90 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 1 Hour 20 Minutes
295,LOADED VEGGIE QUESADILLAS,VEGGIE MOB,http://www.mobkitchen.co.uk/recipes/loaded-veggie-quesadillas,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a253f82419202014ede7e33/1567424217798/Loaded+Veggie+Quesadillas+Image+8-3-2.jpg,"Red Pesto - £1.00
8 Tortilla Wraps - £0.90
320g of Wyke Farms Mature Cheddar - £2.50
2 Red Onions - £0.32
4 Peppers (Not Green) - £2.15
3 Courgettes - £1.20
2 Aubergines - £1.40
Total Cost - £9.47 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 50 Minutes
296,CRISPY ASIAN COURGETTE FRITTERS,BRUNCH MOB,http://www.mobkitchen.co.uk/recipes/crispy-asian-courgette-fritters,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a214481419202d582b7274e/1567424228377/IMG_1076.JPG,"1 Bunch of Spring Onions - £0.55
Crushed Chillies - £0.85
Sesame Oil - £1.60
4 Courgettes - £1.60
Chinese 5 Spice - £0.85
8 Eggs - £1.50
Plain Flour - £0.45
Cornflour - £0.25
Total Cost - £8.15 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 15 Minutes
297,AMATRICIANA N'CASCIATA,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/amatriciana-ncasciata,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a1d84b5652dea2e1acb7b39/1567424254532/IMG_1023.JPG,"500g of Rigatoni - £0.56
250g of Ricotta - £1.20
100g of Parmesan - £2.00
300g of Smoked Bacon - £2.00
3 Aubergines - £2.10
2 Garlic Cloves - £0.30
2 Tins of Chopped Tomatoes - £0.62
Crushed Chillies - £0.85
Total Cost - £9.63 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour 
298,"SAUSAGE, KALE & TALLEGIO GNOCCHI BAKE",COMFORT MOB,http://www.mobkitchen.co.uk/recipes/sausage-kale-tallegio-gnocchi-bake,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a18346aec212d9bd3a90129/1567424270890/Z49A1274-2.jpg,"Garlic - £0.30
Crushed Chillies - £0.85
500g of Gnocchi - £0.75
6 Big Sausages - £2.50
A Block of Tallegio - £2.25
206g of Curly Kale - £1.00
250g of Ricotta - £1.20
Total Cost - £8.85 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (Includes Preparation Time): 35 Minutes
299,"QUINOA, PRAWN & AVOCADO SUPER SALAD",SALAD MOB,http://www.mobkitchen.co.uk/recipes/quinoa-prawn-avocado-super-salad,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a157c0b0d92971bbc404be2/1567424282525/Quinoa%2C+Prawn+%26+Avocado+Super+Salad+Image+5-2.jpg,"300g of Quinoa - £2.35
165g of Raw King Prawns - £3.00
50ml of Aspall Organic Cyder Vinegar - £1.70
2 Avocados - £1.70
1 Cucumber - £0.45
1 Bunch of Basil - £0.70
Total Cost - £9.90 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (Includes Preparation Time): 30 Minutes 
300,CHICKEN PARM SUPREME,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/chicken-parm-supreme,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a12f0eae4966b5d53808d64/1567425249954/Z49A1330.jpg,"4 Chicken Breasts - £4.00
1 Bunch of Basil - £0.70
1 Ball of Mozzarella - £0.47
A Block of Parmesan - £2.00
Garlic - £0.30
Breadcrumbs - £0.75
1 Egg - £0.89
680ml Jar of Passata - £0.62
Total Cost - £9.73 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (includes preparation time): 40 Minutes
301,BEER BRAISED PORK BELLY TACOS,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/beer-braised-pork-belly-tacos,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a0eea7bec212d62c92bd706/1567425293401/IMG_0695.JPG,"Cherry Tomatoes - £0.53
500g of Pork Belly - £2.41
1 Red Onion - £0.21
1 Bottle of Beer - £1.00
Smoked Paprika - £0.85
Cumin - £0.85
8 Mini Tortillas - £0.80
1 Bunch of Spring Onions - £0.55
Red Chillies - £0.60
1 Lime - £0.30
1 Bunch of Coriander - £0.70
1 Mango - £1.00
Garlic - £0.30
Black Beans - £0.50
Total Cost - £9.95. This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (Includes Preparation Time): 4 Hours 10 Minutes
302,SWEDISH SPAGHETTI MEATBALLS,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/swedish-spaghetti-meatballs,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a0c36f2652dea776ac07ac4/1567425303251/Z49A6843-2.jpg,"Plain Flour - £0.30
Butter - £0.50
Ground All Spice - £0.70
3 Eggs - £0.83
1 Pint Whole Milk - £0.35
1 Brown Onion - £0.16
500g of Pork Mince - £1.50
500g of Beef Mince - £1.50
White Bread - £0.50
100ml of Aspall Organic Cyder Vinegar £1.70
1 Beef Stock Cube - £0.40
1 Bunch of Parsley - £0.70
500g of Tagliatelle - £0.56
1 Garlic Clove - £.0.30
Total Cost - £10.00. This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (Includes Preparation Time): 1 Hour
303,MOB'S BUTTERNUT MAC & CHEESE,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/mobs-butternut-mac-cheese,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a09beabec212d1131c2f0bf/1567425337219/Z49A1070-2.jpg,"300g of Cheddar - £2.50
200g of Parmesan - £2.00
1 Butternut Squash - £0.90
Dijon Mustard - £0.55
Plain Flour - £0.45
1 Bunch of Sage - £0.70
1 Bunch of Rosemary - £0.70
1 Pint Whole Milk - £0.45
500g Macaroni - £0.56",Feeds: 4 People,na
304,MUSHY PEA LINGUINE,COMFORT MOB,http://www.mobkitchen.co.uk/recipes/mushy-pea-linguine,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a059828c83025eccd956960/1567425352153/IMG_0068.JPG,"250g of Ricotta - £1.20
1 Lemon - £0.35
1 Bunch of Mint - £0.70
330g of Smoked Bacon - £1.50
800g of Petit Pois - £1.60
500g of Linguine - £0.56
Total Cost - £5.91. This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (Includes Preparation Time): 12 Minutes
305,THE STICKIEST RIBS,DINNER PARTY MOB,http://www.mobkitchen.co.uk/recipes/the-stickiest-ribs,https://static1.squarespace.com/static/57ded33ce6f2e1bd883c497d/598b0c80be42d699de0b3449/5a02fc899140b7456e56b688/1567425380892/Z49A9015.jpg,"700g Rack of Ribs - £3.64
Soy Sauce - £1.00
Honey - £0.59
Chinese 5 Spice - £0.85
Cayenne Pepper - £0.85
100ml of Aspall Organic Cyder Vinegar - £1.70
Tomato Puree - £0.50
Garlic - £0.30
Total Cost - £9.43 - This covers absolutely everything. All we assume you have in your kitchen beforehand is SALT, PEPPER AND OLIVE OIL.",Feeds: 4 People,Cooking Time (Includes Preparation Time): 5 Hours
